date,p (mbar),T (degC),Tpot (K),Tdew (degC),rh (%),VPmax (mbar),VPact (mbar),VPdef (mbar),sh (g/kg),H2OC (mmol/mol),rho (g/m**3),wv (m/s),max. wv (m/s),wd (deg)
2015-01-27 03:00:00,987.75,1.89,276.02,0.72,91.9,7.0,6.44,0.57,4.06,6.52,1247.93,2.49,4.25,262.7
2015-01-27 03:30:00,987.91,2.23,276.35,0.65,89.2,7.18,6.4,0.78,4.04,6.48,1246.6,2.29,4.41,269.2
2015-01-27 04:00:00,988.04,2.25,276.36,0.57,88.6,7.19,6.37,0.82,4.02,6.44,1246.7,2.34,4.25,266.9
2015-01-27 04:30:00,988.17,2.21,276.31,0.48,88.3,7.16,6.33,0.84,3.99,6.4,1247.08,1.86,4.01,278.1
2015-01-27 05:00:00,988.26,2.25,276.34,0.39,87.4,7.19,6.28,0.91,3.96,6.36,1247.01,2.31,5.09,262.2
2015-01-27 05:30:00,988.49,2.03,276.1,0.18,87.5,7.07,6.19,0.88,3.9,6.26,1248.35,2.51,4.93,257.8
2015-01-27 06:00:00,988.7,1.93,275.98,0.06,87.4,7.02,6.14,0.88,3.87,6.21,1249.12,2.84,5.41,261.0
2015-01-27 06:30:00,988.89,1.94,275.98,-0.16,85.9,7.03,6.04,0.99,3.81,6.11,1249.34,2.37,6.01,260.0
2015-01-27 07:00:00,988.98,1.93,275.97,-0.06,86.6,7.02,6.08,0.94,3.83,6.15,1249.47,3.01,5.29,262.4
2015-01-27 07:30:00,989.21,1.96,275.98,-0.07,86.3,7.04,6.08,0.96,3.83,6.14,1249.63,2.6,5.77,258.1
2015-01-27 08:00:00,989.35,1.86,275.87,-0.25,85.8,6.99,6.0,0.99,3.78,6.06,1250.3,2.85,5.37,253.9
2015-01-27 08:30:00,989.63,1.72,275.7,-0.25,86.7,6.92,6.0,0.92,3.78,6.06,1251.29,2.65,4.89,263.3
2015-01-27 09:00:00,989.8,1.88,275.85,-0.25,85.7,7.0,6.0,1.0,3.78,6.06,1250.79,2.42,4.53,263.7
2015-01-27 09:30:00,989.98,2.03,275.98,-0.26,84.7,7.07,5.99,1.08,3.77,6.05,1250.34,2.35,4.21,250.6
2015-01-27 10:00:00,990.22,2.06,275.99,-0.17,85.1,7.09,6.03,1.06,3.8,6.09,1250.5,2.89,5.93,264.3
2015-01-27 10:30:00,990.47,2.06,275.97,-0.11,85.5,7.09,6.06,1.03,3.81,6.12,1250.81,2.26,5.21,267.7
2015-01-27 11:00:00,990.82,1.91,275.8,0.22,88.5,7.01,6.21,0.81,3.91,6.26,1251.84,2.35,4.29,256.4
2015-01-27 11:30:00,990.88,2.33,276.21,0.11,85.2,7.23,6.16,1.07,3.87,6.21,1250.03,2.25,4.21,248.3
2015-01-27 12:00:00,990.72,2.57,276.46,0.3,84.9,7.35,6.24,1.11,3.93,6.3,1248.72,1.32,3.12,232.0
2015-01-27 12:30:00,990.41,2.82,276.74,0.64,85.5,7.48,6.4,1.09,4.03,6.46,1247.11,2.57,5.25,248.0
2015-01-27 13:00:00,990.59,3.06,276.96,0.53,83.4,7.61,6.35,1.26,4.0,6.41,1246.29,2.28,4.93,258.8
2015-01-27 13:30:00,990.25,3.87,277.8,0.92,81.0,8.06,6.53,1.53,4.11,6.59,1242.14,2.08,4.01,244.7
2015-01-27 14:00:00,990.38,4.0,277.93,0.12,75.7,8.14,6.16,1.98,3.88,6.22,1241.88,2.43,4.49,263.4
2015-01-27 14:30:00,990.44,3.32,277.24,0.02,78.9,7.76,6.12,1.64,3.85,6.18,1245.03,2.49,5.93,270.1
2015-01-27 15:00:00,990.57,2.92,276.83,0.27,82.6,7.54,6.23,1.31,3.92,6.29,1246.92,1.42,3.47,293.1
2015-01-27 15:30:00,990.61,2.76,276.67,0.28,83.6,7.45,6.23,1.22,3.92,6.29,1247.7,1.33,3.12,282.8
2015-01-27 16:00:00,990.75,3.14,277.03,-0.24,78.4,7.65,6.0,1.65,3.78,6.06,1246.3,2.18,4.23,255.5
2015-01-27 16:30:00,990.97,3.01,276.89,-0.61,77.0,7.59,5.84,1.75,3.68,5.9,1247.2,2.18,4.13,262.4
2015-01-27 17:00:00,991.03,2.85,276.73,-0.67,77.5,7.5,5.81,1.69,3.66,5.87,1248.02,2.4,4.05,255.9
2015-01-27 17:30:00,991.14,2.93,276.8,-0.58,77.6,7.55,5.86,1.69,3.68,5.91,1247.78,2.22,5.25,259.7
2015-01-27 18:00:00,991.45,2.83,276.67,-0.54,78.4,7.49,5.87,1.62,3.69,5.92,1248.64,2.14,3.73,260.0
2015-01-27 18:30:00,991.56,2.38,276.2,-0.5,81.2,7.25,5.89,1.36,3.7,5.94,1250.82,2.04,4.11,247.3
2015-01-27 19:00:00,991.96,2.24,276.04,-0.39,82.7,7.18,5.94,1.24,3.73,5.99,1251.92,2.09,3.81,259.8
2015-01-27 19:30:00,991.87,1.86,275.67,-0.38,85.0,6.99,5.94,1.05,3.73,5.99,1253.51,2.81,4.61,254.2
2015-01-27 20:00:00,992.29,1.75,275.52,-0.41,85.5,6.93,5.93,1.01,3.73,5.98,1254.55,2.26,3.65,253.4
2015-01-27 20:30:00,992.52,1.73,275.48,-0.43,85.5,6.92,5.92,1.0,3.72,5.96,1254.95,2.29,3.36,253.6
2015-01-27 21:00:00,992.64,1.77,275.51,-0.43,85.3,6.94,5.92,1.02,3.72,5.96,1254.95,2.53,3.65,255.3
2015-01-27 21:30:00,992.52,1.67,275.42,-0.39,86.1,6.9,5.94,0.96,3.73,5.98,1255.21,2.48,3.36,251.1
2015-01-27 22:00:00,992.57,2.06,275.81,-0.25,84.6,7.09,6.0,1.09,3.77,6.04,1253.49,2.0,3.61,256.0
2015-01-27 22:30:00,992.43,2.18,275.94,-0.3,83.6,7.15,5.98,1.17,3.75,6.02,1252.77,2.34,3.53,247.4
2015-01-27 23:00:00,992.43,2.2,275.96,-0.26,83.7,7.16,5.99,1.17,3.76,6.04,1252.67,2.47,3.81,250.1
2015-01-27 23:30:00,992.44,2.29,276.05,-0.24,83.3,7.21,6.0,1.2,3.77,6.05,1252.27,2.2,3.43,259.2
2015-01-28 00:00:00,992.44,2.18,275.94,-0.36,83.2,7.15,5.95,1.2,3.74,5.99,1252.8,2.49,4.01,254.5
2015-01-28 00:30:00,992.53,1.96,275.71,-0.47,83.9,7.04,5.9,1.13,3.71,5.95,1253.95,2.25,3.0,239.2
2015-01-28 01:00:00,992.61,1.75,275.5,-0.34,85.9,6.93,5.96,0.98,3.74,6.0,1254.94,1.25,2.04,255.4
2015-01-28 01:30:00,992.41,1.96,275.72,-0.17,85.7,7.04,6.03,1.01,3.79,6.08,1253.71,1.1,1.56,244.7
2015-01-28 02:00:00,992.25,2.16,275.93,-0.28,83.8,7.14,5.98,1.16,3.76,6.03,1252.62,1.35,2.2,249.8
2015-01-28 02:30:00,992.14,1.86,275.64,-0.36,85.1,6.99,5.95,1.04,3.74,5.99,1253.86,1.53,1.98,248.5
2015-01-28 03:00:00,991.91,1.66,275.46,-0.46,85.7,6.89,5.9,0.99,3.71,5.95,1254.5,1.84,2.6,227.9
2015-01-28 03:30:00,991.63,1.48,275.31,-0.56,86.2,6.8,5.86,0.94,3.69,5.91,1254.98,1.6,2.2,234.4
2015-01-28 04:00:00,991.35,1.3,275.15,-0.64,86.8,6.71,5.83,0.89,3.66,5.88,1255.47,2.17,2.52,231.5
2015-01-28 04:30:00,991.1,1.1,274.96,-0.72,87.6,6.61,5.79,0.82,3.64,5.85,1256.11,1.96,2.68,234.0
2015-01-28 05:00:00,991.01,0.87,274.73,-0.43,91.0,6.5,5.92,0.59,3.72,5.97,1257.0,0.93,1.76,243.3
2015-01-28 05:30:00,990.76,1.22,275.11,-0.18,90.3,6.67,6.03,0.65,3.79,6.08,1255.0,1.77,3.16,225.0
2015-01-28 06:00:00,990.3,1.39,275.32,-0.15,89.4,6.76,6.04,0.72,3.8,6.1,1253.63,1.91,2.88,222.5
2015-01-28 06:30:00,990.09,1.43,275.37,-0.12,89.4,6.77,6.06,0.72,3.81,6.12,1253.2,0.78,1.6,162.5
2015-01-28 07:00:00,989.86,1.46,275.42,-0.15,89.0,6.79,6.04,0.75,3.81,6.1,1252.77,1.06,1.76,198.2
2015-01-28 07:30:00,989.68,1.52,275.49,-0.2,88.3,6.82,6.02,0.8,3.79,6.08,1252.29,2.37,2.88,213.9
2015-01-28 08:00:00,989.26,1.6,275.61,-0.42,86.4,6.86,5.92,0.93,3.73,5.99,1251.43,2.29,3.36,211.2
2015-01-28 08:30:00,989.01,1.75,275.78,-0.51,84.9,6.93,5.89,1.05,3.71,5.95,1250.44,2.37,3.61,211.1
2015-01-28 09:00:00,988.66,2.08,276.13,-0.32,84.1,7.1,5.97,1.13,3.76,6.04,1248.48,1.94,3.0,194.1
2015-01-28 09:30:00,988.21,2.48,276.58,-0.11,82.9,7.31,6.06,1.25,3.82,6.13,1246.02,2.55,4.55,188.2
2015-01-28 10:00:00,987.44,2.96,277.12,0.04,81.0,7.56,6.12,1.44,3.87,6.2,1242.86,3.77,5.49,192.1
2015-01-28 10:30:00,987.08,3.34,277.53,-0.21,77.5,7.76,6.02,1.75,3.8,6.1,1240.77,6.45,8.57,208.2
2015-01-28 11:00:00,987.01,3.73,277.93,-0.18,75.5,7.99,6.03,1.96,3.81,6.11,1238.89,5.09,6.83,209.1
2015-01-28 11:30:00,986.28,3.6,277.85,-0.31,75.5,7.91,5.97,1.94,3.77,6.05,1238.62,5.47,7.87,207.1
2015-01-28 12:00:00,985.84,3.55,277.84,-0.36,75.5,7.88,5.95,1.93,3.76,6.04,1238.28,6.38,8.97,217.3
2015-01-28 12:30:00,984.89,3.43,277.8,-0.31,76.4,7.82,5.97,1.84,3.78,6.06,1237.6,3.76,6.17,204.2
2015-01-28 13:00:00,983.76,3.48,277.94,-0.39,75.7,7.84,5.94,1.91,3.76,6.03,1235.99,6.18,10.13,208.2
2015-01-28 13:30:00,982.72,3.32,277.86,-0.31,77.0,7.76,5.97,1.78,3.79,6.08,1235.36,5.13,8.89,205.6
2015-01-28 14:00:00,981.56,3.26,277.9,-0.38,76.9,7.72,5.94,1.78,3.77,6.05,1234.17,7.23,11.7,208.2
2015-01-28 14:30:00,980.99,3.36,278.05,-0.36,76.5,7.78,5.95,1.83,3.78,6.07,1233.0,6.49,8.11,203.2
2015-01-28 15:00:00,979.86,3.53,278.31,-0.21,76.4,7.87,6.01,1.86,3.83,6.14,1230.8,7.29,10.87,206.8
2015-01-28 15:30:00,979.22,3.58,278.4,-0.15,76.5,7.9,6.04,1.86,3.85,6.17,1229.79,5.4,7.25,209.9
2015-01-28 16:00:00,978.4,3.61,278.5,-0.14,76.4,7.91,6.05,1.87,3.85,6.18,1228.61,5.71,8.45,204.6
2015-01-28 16:30:00,977.34,3.71,278.69,-0.32,74.8,7.97,5.96,2.01,3.8,6.1,1226.84,8.22,12.06,208.5
2015-01-28 17:00:00,976.38,3.61,278.66,-0.43,74.8,7.91,5.92,1.99,3.78,6.06,1226.14,8.19,13.38,212.8
2015-01-28 17:30:00,975.39,3.6,278.74,-0.47,74.6,7.91,5.9,2.01,3.77,6.05,1224.93,3.83,6.35,196.4
2015-01-28 18:00:00,974.58,3.74,278.94,-0.69,72.7,7.99,5.81,2.18,3.71,5.96,1223.34,6.64,11.54,199.2
2015-01-28 18:30:00,973.44,3.93,279.24,-0.69,71.7,8.1,5.81,2.29,3.72,5.97,1221.04,11.17,15.22,211.6
2015-01-28 19:00:00,972.77,4.09,279.44,-0.73,70.7,8.19,5.79,2.4,3.71,5.95,1219.54,10.29,15.46,209.4
2015-01-28 19:30:00,971.87,4.22,279.65,-0.6,70.7,8.27,5.84,2.42,3.75,6.01,1217.79,10.04,15.34,212.1
2015-01-28 20:00:00,970.98,4.11,279.61,-0.34,72.7,8.2,5.96,2.24,3.83,6.14,1217.13,6.93,11.9,203.5
2015-01-28 20:30:00,970.85,2.9,278.4,0.21,82.4,7.52,6.2,1.32,3.98,6.39,1222.18,9.78,14.04,210.1
2015-01-28 21:00:00,970.28,2.17,277.72,0.42,88.1,7.15,6.3,0.85,4.05,6.49,1224.62,7.05,10.89,184.8
2015-01-28 21:30:00,969.65,2.24,277.84,0.5,88.2,7.18,6.33,0.85,4.07,6.53,1223.51,5.24,7.33,181.6
2015-01-28 22:00:00,969.17,2.53,278.17,0.5,86.4,7.33,6.33,1.0,4.07,6.53,1221.63,5.01,8.69,189.3
2015-01-28 22:30:00,968.75,2.9,278.58,0.41,83.6,7.53,6.29,1.23,4.05,6.5,1219.45,6.56,9.97,205.4
2015-01-28 23:00:00,968.72,3.13,278.81,0.24,81.2,7.65,6.21,1.44,4.0,6.41,1218.44,6.15,10.77,207.1
2015-01-28 23:30:00,968.84,3.17,278.84,0.17,80.6,7.67,6.18,1.49,3.98,6.38,1218.45,7.21,12.5,211.1
2015-01-29 00:00:00,969.36,2.82,278.45,0.45,84.3,7.49,6.31,1.18,4.06,6.51,1220.56,3.08,5.41,227.3
2015-01-29 00:30:00,969.25,2.57,278.2,0.38,85.4,7.35,6.28,1.07,4.04,6.48,1221.58,2.45,5.25,229.0
2015-01-29 01:00:00,969.44,2.6,278.22,-0.28,81.2,7.37,5.98,1.39,3.85,6.17,1221.82,1.88,3.97,252.0
2015-01-29 01:30:00,969.59,2.48,278.08,-1.0,77.7,7.3,5.68,1.63,3.65,5.85,1222.69,2.75,5.73,253.3
2015-01-29 02:00:00,969.48,2.01,277.62,-2.17,73.7,7.07,5.21,1.86,3.35,5.37,1224.84,2.12,5.77,255.4
2015-01-29 02:30:00,969.56,1.58,277.18,-2.84,72.3,6.85,4.95,1.9,3.18,5.11,1226.99,1.53,3.57,232.5
2015-01-29 03:00:00,969.58,1.2,276.79,-2.88,74.1,6.66,4.94,1.73,3.17,5.09,1228.75,1.69,3.65,217.1
2015-01-29 03:30:00,969.62,1.08,276.67,-3.09,73.6,6.61,4.86,1.74,3.13,5.01,1229.35,2.24,4.05,222.8
2015-01-29 04:00:00,969.55,1.29,276.89,-3.03,72.8,6.71,4.88,1.82,3.14,5.04,1228.32,4.03,6.13,212.0
2015-01-29 04:30:00,969.47,1.06,276.67,-2.12,79.2,6.6,5.23,1.37,3.36,5.39,1229.06,5.25,7.97,207.7
2015-01-29 05:00:00,969.43,0.98,276.58,-2.55,77.2,6.56,5.06,1.5,3.25,5.22,1229.47,3.47,5.81,222.1
2015-01-29 05:30:00,969.49,0.87,276.47,-2.39,78.7,6.51,5.12,1.39,3.29,5.28,1230.01,2.35,5.13,227.4
2015-01-29 06:00:00,969.34,0.78,276.39,-2.11,80.9,6.47,5.23,1.23,3.36,5.4,1230.16,1.52,3.43,216.4
2015-01-29 06:30:00,969.08,0.6,276.23,-1.98,82.8,6.38,5.28,1.1,3.4,5.45,1230.63,1.85,2.88,225.6
2015-01-29 07:00:00,968.75,0.21,275.87,-2.6,81.3,6.2,5.04,1.16,3.24,5.21,1232.06,1.9,3.24,206.8
2015-01-29 07:30:00,968.57,0.22,275.89,-3.68,74.9,6.21,4.65,1.56,2.99,4.8,1231.97,3.39,5.65,205.4
2015-01-29 08:00:00,968.52,-0.13,275.54,-3.75,76.4,6.05,4.62,1.43,2.97,4.77,1233.49,2.28,3.49,199.2
2015-01-29 08:30:00,968.23,-0.11,275.58,-3.48,77.9,6.06,4.72,1.34,3.04,4.88,1233.0,2.79,3.95,181.4
2015-01-29 09:00:00,967.96,0.89,276.62,-3.73,71.1,6.52,4.63,1.88,2.98,4.79,1228.19,2.75,5.49,170.8
2015-01-29 09:30:00,967.77,1.15,276.89,-3.88,68.99,6.64,4.58,2.06,2.95,4.73,1226.82,5.26,8.21,207.1
2015-01-29 10:00:00,967.42,1.47,277.24,-3.86,67.5,6.79,4.59,2.21,2.95,4.74,1224.95,5.52,7.81,200.3
2015-01-29 10:30:00,967.04,1.66,277.47,-3.49,68.5,6.89,4.72,2.17,3.04,4.88,1223.56,6.59,10.21,208.1
2015-01-29 11:00:00,966.46,2.12,277.98,-3.14,68.02,7.12,4.84,2.28,3.12,5.01,1220.71,6.4,8.39,202.2
2015-01-29 11:30:00,965.68,2.13,278.06,-2.94,68.99,7.13,4.92,2.21,3.17,5.09,1219.64,9.99,16.86,209.1
2015-01-29 12:00:00,965.04,2.25,278.23,-2.75,69.34,7.19,4.98,2.2,3.22,5.16,1218.26,9.35,15.1,206.8
2015-01-29 12:30:00,964.42,2.54,278.57,-2.54,69.01,7.34,5.06,2.27,3.27,5.25,1216.16,6.97,9.73,208.2
2015-01-29 13:00:00,963.76,2.58,278.67,-2.14,70.9,7.36,5.22,2.14,3.37,5.41,1215.09,6.47,9.33,203.4
2015-01-29 13:30:00,963.44,1.86,277.96,-1.21,80.0,6.99,5.59,1.4,3.62,5.8,1217.71,5.2,8.05,200.7
2015-01-29 14:00:00,962.45,1.7,277.88,-0.75,83.7,6.91,5.78,1.13,3.74,6.01,1217.07,4.0,6.69,182.7
2015-01-29 14:30:00,961.97,2.06,278.29,-1.3,78.3,7.09,5.55,1.54,3.6,5.77,1214.95,4.28,7.81,195.0
2015-01-29 15:00:00,961.52,1.75,278.02,-0.86,82.7,6.93,5.73,1.2,3.72,5.96,1215.66,3.13,4.73,187.3
2015-01-29 15:30:00,961.1,1.31,277.61,-0.81,85.7,6.72,5.76,0.96,3.73,5.99,1217.06,4.99,7.97,203.5
2015-01-29 16:00:00,960.5,2.16,278.52,-0.98,79.6,7.14,5.68,1.46,3.69,5.92,1212.58,4.55,6.97,194.3
2015-01-29 16:30:00,959.85,1.9,278.31,-1.51,78.0,7.01,5.47,1.54,3.55,5.7,1213.01,4.72,6.69,207.5
2015-01-29 17:00:00,959.28,1.97,278.42,-1.76,76.2,7.04,5.37,1.68,3.49,5.6,1212.04,2.82,4.41,187.8
2015-01-29 17:30:00,958.84,1.46,277.94,-1.5,80.6,6.79,5.47,1.32,3.56,5.71,1213.71,2.46,3.65,177.9
2015-01-29 18:00:00,958.15,1.15,277.68,-1.5,82.4,6.64,5.47,1.17,3.56,5.71,1214.19,2.1,2.92,180.6
2015-01-29 18:30:00,957.6,0.9,277.48,-1.53,83.7,6.52,5.46,1.06,3.55,5.7,1214.6,2.0,2.96,189.8
2015-01-29 19:00:00,956.9,1.06,277.7,-1.37,83.7,6.6,5.52,1.08,3.6,5.77,1212.95,2.32,3.73,185.6
2015-01-29 19:30:00,956.09,1.21,277.91,-1.26,83.5,6.67,5.57,1.1,3.63,5.82,1211.27,2.23,2.96,184.7
2015-01-29 20:00:00,955.18,1.47,278.26,-0.99,83.6,6.8,5.68,1.11,3.71,5.95,1208.89,3.19,4.69,180.0
2015-01-29 20:30:00,954.5,1.63,278.48,-0.88,83.3,6.87,5.73,1.15,3.74,6.0,1207.29,2.52,4.05,177.7
2015-01-29 21:00:00,953.66,1.6,278.51,-0.67,84.8,6.86,5.81,1.04,3.8,6.1,1206.35,3.08,4.93,178.6
2015-01-29 21:30:00,952.88,1.72,278.7,-0.6,84.5,6.92,5.85,1.07,3.83,6.14,1204.78,3.38,5.31,176.0
2015-01-29 22:00:00,952.07,2.0,279.05,-0.47,83.6,7.06,5.9,1.16,3.86,6.2,1202.54,3.85,6.09,179.8
2015-01-29 22:30:00,951.35,1.84,278.95,-0.45,84.7,6.98,5.91,1.07,3.87,6.21,1202.31,2.53,4.65,167.3
2015-01-29 23:00:00,950.87,1.73,278.88,-0.41,85.6,6.92,5.93,1.0,3.89,6.23,1202.17,2.14,3.49,155.3
2015-01-29 23:30:00,950.16,1.73,278.94,-0.35,86.0,6.92,5.95,0.97,3.91,6.27,1201.26,0.95,1.7,183.8
2015-01-30 00:00:00,949.52,1.76,279.03,-0.25,86.4,6.94,6.0,0.94,3.94,6.31,1200.28,1.84,3.32,174.0
2015-01-30 00:30:00,949.01,1.97,279.27,-0.02,86.6,7.04,6.1,0.94,4.01,6.42,1198.71,2.42,3.77,165.5
2015-01-30 01:00:00,948.33,1.9,279.27,0.29,89.0,7.01,6.24,0.77,4.1,6.58,1198.05,1.56,3.28,168.7
2015-01-30 01:30:00,947.73,2.07,279.48,0.48,89.2,7.09,6.33,0.77,4.16,6.67,1196.54,3.72,6.49,171.9
2015-01-30 02:00:00,947.35,1.99,279.43,0.59,90.4,7.05,6.37,0.68,4.2,6.73,1196.39,2.44,4.49,165.2
2015-01-30 02:30:00,946.87,1.91,279.4,0.57,90.8,7.01,6.37,0.65,4.19,6.73,1196.11,1.5,2.32,186.9
2015-01-30 03:00:00,946.39,1.8,279.33,0.48,90.9,6.96,6.32,0.63,4.17,6.68,1196.01,1.89,2.92,198.1
2015-01-30 03:30:00,945.94,1.8,279.36,0.31,89.8,6.96,6.25,0.71,4.12,6.6,1195.48,2.31,3.16,205.0
2015-01-30 04:00:00,945.67,1.93,279.52,0.13,87.8,7.02,6.17,0.86,4.07,6.52,1194.59,2.19,3.04,207.5
2015-01-30 04:30:00,945.64,2.0,279.59,0.1,87.2,7.06,6.15,0.9,4.06,6.51,1194.27,2.05,2.88,200.2
2015-01-30 05:00:00,945.64,1.93,279.52,0.15,87.9,7.02,6.17,0.85,4.07,6.53,1194.55,2.25,3.73,186.9
2015-01-30 05:30:00,945.89,1.87,279.44,0.24,88.9,6.99,6.21,0.78,4.1,6.57,1195.14,1.86,3.04,182.2
2015-01-30 06:00:00,946.02,1.68,279.24,0.36,90.9,6.9,6.27,0.63,4.13,6.63,1196.06,1.25,2.08,180.9
2015-01-30 06:30:00,946.15,1.5,279.04,0.4,92.4,6.81,6.29,0.52,4.15,6.65,1197.03,1.76,2.3,202.4
2015-01-30 07:00:00,946.14,1.37,278.91,0.44,93.5,6.74,6.31,0.44,4.16,6.67,1197.57,0.92,1.48,209.1
2015-01-30 07:30:00,946.62,1.38,278.88,0.4,93.2,6.75,6.29,0.46,4.14,6.64,1198.16,1.56,2.52,228.9
2015-01-30 08:00:00,946.93,1.33,278.81,0.36,93.2,6.73,6.27,0.46,4.13,6.62,1198.76,1.91,2.3,213.5
2015-01-30 08:30:00,947.29,1.33,278.78,0.18,92.0,6.73,6.19,0.54,4.07,6.53,1199.24,1.12,1.66,212.7
2015-01-30 09:00:00,947.69,1.85,279.27,0.16,88.5,6.98,6.18,0.8,4.07,6.52,1197.49,0.86,1.28,42.27
2015-01-30 09:30:00,948.45,1.09,278.44,0.08,92.9,6.61,6.14,0.47,4.04,6.48,1201.78,1.78,3.16,257.5
2015-01-30 10:00:00,949.15,0.66,277.93,-0.79,90.0,6.41,5.77,0.64,3.79,6.07,1204.78,3.78,6.77,255.8
2015-01-30 10:30:00,949.82,0.25,277.47,-1.29,89.3,6.22,5.56,0.67,3.65,5.85,1207.51,2.15,6.61,243.6
2015-01-30 11:00:00,950.26,0.78,277.97,-1.88,82.3,6.46,5.32,1.14,3.49,5.6,1205.86,3.4,6.05,240.8
2015-01-30 11:30:00,950.27,1.46,278.66,-2.57,74.4,6.79,5.05,1.74,3.31,5.32,1203.01,2.89,6.21,229.8
2015-01-30 12:00:00,950.0,1.96,279.19,-2.96,69.71,7.04,4.91,2.13,3.22,5.17,1200.54,2.41,6.05,231.1
2015-01-30 12:30:00,949.93,2.06,279.29,-3.13,68.37,7.09,4.85,2.24,3.18,5.1,1200.07,4.22,9.21,227.0
2015-01-30 13:00:00,949.94,2.08,279.31,-3.13,68.28,7.1,4.85,2.25,3.18,5.1,1199.99,4.18,8.17,226.6
2015-01-30 13:30:00,950.08,1.67,278.88,-3.27,69.59,6.89,4.8,2.1,3.15,5.05,1202.0,5.01,8.45,215.9
2015-01-30 14:00:00,950.06,1.66,278.87,-3.2,70.0,6.89,4.82,2.07,3.16,5.07,1202.0,5.61,9.65,216.4
2015-01-30 14:30:00,950.06,1.89,279.11,-3.1,69.37,7.0,4.86,2.14,3.19,5.11,1200.96,1.94,4.17,245.3
2015-01-30 15:00:00,949.97,2.11,279.34,-3.36,66.93,7.11,4.76,2.35,3.12,5.01,1199.93,4.8,7.49,210.9
2015-01-30 15:30:00,950.03,2.29,279.51,-3.44,65.71,7.2,4.73,2.47,3.11,4.98,1199.26,6.64,9.77,213.3
2015-01-30 16:00:00,950.22,1.82,279.02,-3.36,68.4,6.97,4.76,2.2,3.12,5.01,1201.53,4.23,6.97,211.8
2015-01-30 16:30:00,950.19,0.8,278.0,-3.26,74.1,6.47,4.8,1.68,3.15,5.05,1205.92,3.31,5.01,213.9
2015-01-30 17:00:00,950.33,0.4,277.57,-3.2,76.7,6.29,4.82,1.46,3.16,5.07,1207.87,2.25,4.05,229.3
2015-01-30 17:30:00,950.44,0.15,277.31,-2.81,80.4,6.17,4.96,1.21,3.26,5.22,1209.04,0.78,2.48,230.5
2015-01-30 18:00:00,950.55,0.05,277.21,-3.29,78.1,6.13,4.79,1.34,3.14,5.04,1209.69,2.09,3.49,207.1
2015-01-30 18:30:00,950.64,-0.25,276.89,-3.02,81.5,6.0,4.89,1.11,3.2,5.14,1211.11,2.14,4.01,218.7
2015-01-30 19:00:00,950.82,-0.16,276.97,-3.01,81.0,6.04,4.89,1.15,3.21,5.14,1210.93,1.26,2.88,214.9
2015-01-30 19:30:00,950.64,-0.32,276.82,-3.01,82.0,5.97,4.89,1.07,3.21,5.15,1211.42,3.9,5.27,211.3
2015-01-30 20:00:00,950.58,-0.11,277.03,-3.55,77.5,6.06,4.69,1.36,3.08,4.94,1210.51,1.61,2.68,233.7
2015-01-30 20:30:00,950.49,-0.16,276.99,-3.18,80.0,6.04,4.83,1.21,3.17,5.08,1210.55,1.89,3.26,226.4
2015-01-30 21:00:00,950.83,-0.34,276.78,-2.75,83.7,5.96,4.99,0.97,3.27,5.24,1211.71,2.19,5.15,256.5
2015-01-30 21:30:00,950.92,-0.59,276.52,-2.46,87.1,5.85,5.1,0.75,3.34,5.36,1212.87,0.87,1.76,177.8
2015-01-30 22:00:00,951.05,-0.45,276.65,-2.54,85.7,5.91,5.07,0.85,3.32,5.33,1212.42,1.06,2.32,232.9
2015-01-30 22:30:00,951.29,-0.23,276.86,-2.38,85.3,6.01,5.12,0.88,3.36,5.39,1211.73,0.42,1.08,250.6
2015-01-30 23:00:00,951.45,-0.08,277.0,-3.26,79.0,6.07,4.8,1.28,3.14,5.04,1211.4,1.09,2.76,253.5
2015-01-30 23:30:00,951.79,-0.11,276.93,-3.76,76.3,6.06,4.62,1.44,3.03,4.86,1212.09,0.92,1.76,236.3
2015-01-31 00:00:00,952.03,-0.55,276.47,-3.93,77.8,5.87,4.56,1.3,2.99,4.79,1214.37,1.2,1.96,239.6
2015-01-31 00:30:00,952.1,-0.81,276.2,-3.94,79.2,5.76,4.56,1.2,2.98,4.79,1215.61,1.21,2.48,242.1
2015-01-31 01:00:00,952.24,-0.82,276.18,-3.9,79.5,5.75,4.57,1.18,2.99,4.8,1215.84,1.57,2.36,247.0
2015-01-31 01:30:00,952.39,-1.23,275.76,-3.08,87.1,5.58,4.86,0.72,3.18,5.11,1217.7,0.55,1.32,257.0
2015-01-31 02:00:00,952.67,-1.33,275.62,-4.01,81.9,5.54,4.54,1.0,2.97,4.76,1218.7,1.2,1.8,225.9
2015-01-31 02:30:00,952.85,-1.41,275.53,-4.56,79.0,5.51,4.35,1.16,2.85,4.57,1219.35,2.58,3.37,240.3
2015-01-31 03:00:00,952.94,-1.25,275.69,-4.77,76.8,5.57,4.28,1.29,2.8,4.49,1218.78,2.54,4.57,223.9
2015-01-31 03:30:00,952.79,-0.92,276.03,-4.93,74.1,5.71,4.23,1.48,2.77,4.44,1217.16,3.8,6.69,221.5
2015-01-31 04:00:00,952.95,-0.87,276.07,-5.09,72.9,5.73,4.18,1.55,2.73,4.38,1217.16,3.39,4.57,221.4
